,name,artist_id,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
130,Pieces of a Man,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters (Sampler),Gil Scott-Heron,2012-12-12,294240,5,0.471,0.601,0.277,0.000534,0.105,-10.949,0.0344,136.188,4
131,Free Will - Alternative Take 1,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters (Sampler),Gil Scott-Heron,2012-12-12,177186,4,0.568,0.397,0.724,0.000412,0.237,-10.252,0.0431,165.679,4
132,Speed Kills,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters (Sampler),Gil Scott-Heron,2012-12-12,196826,3,0.515,0.744,0.29,0.00218,0.482,-11.588,0.0364,124.441,3
133,When You Are Who You Are,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters (Sampler),Gil Scott-Heron,2012-12-12,202986,3,0.646,0.488,0.73,0.0,0.116,-9.262,0.0422,125.112,4
134,Whitey on the Moon,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters (Sampler),Gil Scott-Heron,2012-12-12,119520,6,0.728,0.812,0.561,6.06e-06,0.733,-11.33,0.275,112.525,4
135,No Knock,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters (Sampler),Gil Scott-Heron,2012-12-12,132546,3,0.812,0.908,0.419,3.91e-06,0.116,-12.228,0.501,116.768,4
136,Introduction / The Revolution Will Not Be Televised,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters (Sampler),Gil Scott-Heron,2012-12-12,202866,3,0.688,0.84,0.615,0.0,0.909,-10.658,0.672,137.342,1
137,Who'll Pay Reparations on My Soul?,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters (Sampler),Gil Scott-Heron,2012-12-12,314120,4,0.792,0.859,0.666,0.000101,0.15,-7.626,0.0588,135.951,4
138,Save the Children,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters (Sampler),Gil Scott-Heron,2012-12-12,267573,3,0.644,0.585,0.554,0.000152,0.164,-9.504,0.0369,153.301,4
139,Artificialness,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters (Sampler),Gil Scott-Heron,2012-12-12,187040,3,0.802,0.244,0.682,0.000845,0.0856,-9.899,0.252,118.878,4
140,I'm New Here,0kEfub5RzlZOB2zGomqVSU,We're New Here,Gil Scott-Heron,2011-02-21,206800,39,0.419,0.0366,0.521,0.146,0.0923,-10.875,0.247,141.964,4
141,Home,0kEfub5RzlZOB2zGomqVSU,We're New Here,Gil Scott-Heron,2011-02-21,191226,31,0.491,0.579,0.516,0.243,0.115,-9.914,0.351,174.414,5
142,I've Been Me (Interlude),0kEfub5RzlZOB2zGomqVSU,We're New Here,Gil Scott-Heron,2011-02-21,27573,0,0.651,0.0575,0.362,0.00602,0.0992,-17.716,0.105,138.513,4
143,Running,0kEfub5RzlZOB2zGomqVSU,We're New Here,Gil Scott-Heron,2011-02-21,211506,37,0.687,0.0032,0.588,0.66,0.0805,-10.446,0.0498,149.484,4
144,My Cloud,0kEfub5RzlZOB2zGomqVSU,We're New Here,Gil Scott-Heron,2011-02-21,267373,40,0.553,0.856,0.415,8.65e-06,0.14,-10.737,0.509,79.36,4
145,Certain Things (Interlude),0kEfub5RzlZOB2zGomqVSU,We're New Here,Gil Scott-Heron,2011-02-21,9680,0,0.0,0.144,0.461,3.2e-05,0.295,-12.805,0.0,0.0,0
146,The Crutch,0kEfub5RzlZOB2zGomqVSU,We're New Here,Gil Scott-Heron,2011-02-21,189840,29,0.716,0.00508,0.809,0.662,0.356,-8.56,0.0633,98.592,4
147,Ur Soul And Mine,0kEfub5RzlZOB2zGomqVSU,We're New Here,Gil Scott-Heron,2011-02-21,257839,35,0.848,0.0284,0.473,0.653,0.218,-12.011,0.133,132.037,4
148,Parents (Interlude),0kEfub5RzlZOB2zGomqVSU,We're New Here,Gil Scott-Heron,2011-02-21,28733,0,0.581,0.0414,0.843,0.000259,0.329,-11.205,0.121,124.014,4
149,Piano Player,0kEfub5RzlZOB2zGomqVSU,We're New Here,Gil Scott-Heron,2011-02-21,76186,27,0.44,0.981,0.326,0.92,0.103,-16.17,0.0361,126.705,4
150,NY Is Killing Me,0kEfub5RzlZOB2zGomqVSU,We're New Here,Gil Scott-Heron,2011-02-21,343866,43,0.791,0.00698,0.559,0.0187,0.0794,-9.098,0.136,140.024,4
151,Jazz (Interlude),0kEfub5RzlZOB2zGomqVSU,We're New Here,Gil Scott-Heron,2011-02-21,49506,27,0.766,0.447,0.327,0.000223,0.12,-18.927,0.259,65.266,3
152,I'll Take Care of U,0kEfub5RzlZOB2zGomqVSU,We're New Here,Gil Scott-Heron,2011-02-21,282906,48,0.657,0.388,0.462,0.133,0.0745,-12.965,0.346,122.102,4
153,It's Your World,0kEfub5RzlZOB2zGomqVSU,It's Your World,Gil Scott-Heron,2010-10-24,238333,17,0.692,0.576,0.858,0.0,0.246,-5.219,0.171,105.504,4
154,Possum Slim,0kEfub5RzlZOB2zGomqVSU,It's Your World,Gil Scott-Heron,2010-10-24,363653,8,0.636,0.538,0.859,1.41e-05,0.0888,-6.772,0.0748,156.652,4
155,New York City,0kEfub5RzlZOB2zGomqVSU,It's Your World,Gil Scott-Heron,2010-10-24,289440,22,0.641,0.426,0.665,0.000342,0.373,-7.998,0.0619,89.641,4
156,17th Street,0kEfub5RzlZOB2zGomqVSU,It's Your World,Gil Scott-Heron,2010-10-24,349133,9,0.731,0.444,0.764,0.000314,0.685,-6.612,0.194,133.306,4
157,Tomorrow's Trane,0kEfub5RzlZOB2zGomqVSU,It's Your World,Gil Scott-Heron,2010-10-24,446613,5,0.485,0.0245,0.748,1.29e-05,0.703,-7.975,0.0675,140.87,4
158,Must Be Something,0kEfub5RzlZOB2zGomqVSU,It's Your World,Gil Scott-Heron,2010-10-24,314920,5,0.601,0.166,0.748,0.000106,0.8,-8.162,0.0435,146.15,4
159,Home Is Where The Hatred Is - Live,0kEfub5RzlZOB2zGomqVSU,It's Your World,Gil Scott-Heron,2010-10-24,740880,12,0.534,0.782,0.875,0.039,0.705,-5.669,0.0577,112.877,4
160,Bicentennial Blues,0kEfub5RzlZOB2zGomqVSU,It's Your World,Gil Scott-Heron,2010-10-24,506813,5,0.62,0.732,0.359,0.0,0.987,-15.522,0.908,92.266,3
161,The Bottle - Live,0kEfub5RzlZOB2zGomqVSU,It's Your World,Gil Scott-Heron,2010-10-24,817266,11,0.571,0.492,0.902,0.00822,0.562,-7.089,0.111,137.898,4
162,Sharing,0kEfub5RzlZOB2zGomqVSU,It's Your World,Gil Scott-Heron,2010-10-24,356960,4,0.383,0.312,0.239,0.0,0.133,-10.797,0.032,107.633,3
163,On Coming from a Broken Home (Pt. 1),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,140200,2,0.493,0.85,0.435,0.0,0.12,-12.501,0.376,87.816,3
164,Me and the Devil,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,213813,4,0.685,0.018,0.801,0.00345,0.105,-5.585,0.0349,83.49,4
165,I'm New Here,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,213213,5,0.405,0.912,0.219,0.222,0.118,-13.6,0.0347,151.796,3
166,Your Soul and Mine,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,122400,2,0.547,0.209,0.544,0.00778,0.0993,-13.805,0.272,192.177,4
167,Parents (Interlude),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,18853,0,0.658,0.89,0.441,0.0,0.624,-13.053,0.913,111.73,4
168,I'll Take Care of You,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,178293,2,0.472,0.879,0.39,8.23e-06,0.108,-7.878,0.0347,66.268,4
169,Being Blessed (Interlude),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,12640,0,0.0,0.577,0.397,0.0,0.211,-8.63,0.0,0.0,0
170,Where Did the Night Go,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,74240,1,0.564,0.179,0.216,0.00321,0.12,-12.343,0.399,89.383,1
171,I Was Guided (Interlude),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,14546,0,0.0,0.295,0.161,0.00484,0.129,-13.712,0.0,0.0,0
172,New York Is Killing Me,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,269920,3,0.885,0.169,0.878,0.271,0.207,-6.393,0.245,102.997,4
173,Certain Things (Interlude),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,8480,0,0.0,0.311,0.407,0.0,0.395,-9.052,0.0,0.0,0
174,Running,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,120373,1,0.547,0.937,0.745,0.702,0.134,-12.949,0.156,128.929,3
175,The Crutch,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,164813,1,0.654,0.019,0.498,0.042,0.115,-10.221,0.0832,95.937,4
176,I've Been Me (Interlude),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,16853,0,0.476,0.592,0.306,0.0,0.536,-15.302,0.228,85.644,4
177,On Coming from a Broken Home (Pt. 2),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-09,136213,1,0.514,0.945,0.497,0.000264,0.0757,-13.474,0.186,79.136,4
178,On Coming from a Broken Home (Pt. 1),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,140200,16,0.493,0.85,0.435,0.0,0.12,-12.501,0.376,87.816,3
179,Me and the Devil,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,213813,21,0.685,0.018,0.801,0.00345,0.105,-5.585,0.0349,83.49,4
180,I'm New Here,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,213213,18,0.405,0.912,0.219,0.222,0.118,-13.6,0.0347,151.796,3
181,Your Soul and Mine,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,122400,15,0.547,0.209,0.544,0.00778,0.0993,-13.805,0.272,192.177,4
182,Parents (Interlude),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,18853,0,0.658,0.89,0.441,0.0,0.624,-13.053,0.913,111.73,4
183,I'll Take Care of You,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,178293,17,0.472,0.879,0.39,8.23e-06,0.108,-7.878,0.0347,66.268,4
184,Being Blessed (Interlude),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,12640,0,0.0,0.577,0.397,0.0,0.211,-8.63,0.0,0.0,0
185,Where Did the Night Go,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,74240,14,0.564,0.179,0.216,0.00321,0.12,-12.343,0.399,89.383,1
186,I Was Guided (Interlude),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,14546,0,0.0,0.295,0.161,0.00484,0.129,-13.712,0.0,0.0,0
187,New York Is Killing Me,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,269920,16,0.885,0.169,0.878,0.271,0.207,-6.393,0.245,102.997,4
188,Certain Things (Interlude),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,8480,0,0.0,0.311,0.407,0.0,0.395,-9.052,0.0,0.0,0
189,Running,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,120373,13,0.547,0.937,0.745,0.702,0.134,-12.949,0.156,128.929,3
190,The Crutch,0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,164813,12,0.654,0.019,0.498,0.042,0.115,-10.221,0.0832,95.937,4
191,I've Been Me (Interlude),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,16853,0,0.476,0.592,0.306,0.0,0.536,-15.302,0.228,85.644,4
192,On Coming from a Broken Home (Pt. 2),0kEfub5RzlZOB2zGomqVSU,I'm New Here,Gil Scott-Heron,2010-02-08,136213,12,0.514,0.945,0.497,0.000264,0.0757,-13.474,0.186,79.136,4
193,On Coming from a Broken Home (Pt. 1),0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,140200,26,0.493,0.85,0.435,0.0,0.12,-12.501,0.376,87.816,3
194,Me and the Devil,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,213813,44,0.685,0.018,0.801,0.00345,0.105,-5.585,0.0349,83.49,4
195,I'm New Here,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,213213,29,0.405,0.912,0.219,0.222,0.118,-13.6,0.0347,151.796,3
196,Your Soul and Mine,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,122400,27,0.547,0.209,0.544,0.00778,0.0993,-13.805,0.272,192.177,4
197,Parents (Interlude),0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,18853,0,0.658,0.89,0.441,0.0,0.624,-13.053,0.913,111.73,4
198,I'll Take Care of You,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,178293,27,0.472,0.879,0.39,8.23e-06,0.108,-7.878,0.0347,66.268,4
199,Being Blessed (Interlude),0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,12640,0,0.0,0.577,0.397,0.0,0.211,-8.63,0.0,0.0,0
200,Where Did the Night Go,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,74240,18,0.564,0.179,0.216,0.00321,0.12,-12.343,0.399,89.383,1
201,I Was Guided (Interlude),0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,14546,0,0.0,0.295,0.161,0.00484,0.129,-13.712,0.0,0.0,0
202,New York Is Killing Me,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,269920,34,0.885,0.169,0.878,0.271,0.207,-6.393,0.245,102.997,4
203,Certain Things (Interlude),0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,8480,0,0.0,0.311,0.407,0.0,0.395,-9.052,0.0,0.0,0
204,Running,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,120373,18,0.547,0.937,0.745,0.702,0.134,-12.949,0.156,128.929,3
205,The Crutch,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,164813,16,0.654,0.019,0.498,0.042,0.115,-10.221,0.0832,95.937,4
206,I've Been Me (Interlude),0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,16853,0,0.476,0.592,0.306,0.0,0.536,-15.302,0.228,85.644,4
207,On Coming from a Broken Home (Pt. 2),0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,136213,17,0.514,0.945,0.497,0.000264,0.0757,-13.474,0.186,79.136,4
208,Handsome Johnny,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,354826,13,0.556,0.867,0.53,0.0,0.109,-8.051,0.221,190.6,4
209,King Henry IV,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,120986,11,0.652,0.429,0.351,0.0,0.151,-12.096,0.453,105.275,4
210,Piano Player (Intro),0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,23853,0,0.791,0.885,0.236,0.0,0.207,-18.051,0.844,51.027,4
211,Home Is Where The Hatred Is,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,199480,12,0.598,0.843,0.308,0.0,0.111,-8.618,0.105,100.819,4
212,Winter in America - Interlude,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,86120,10,0.665,0.33,0.0674,5.8e-06,0.258,-22.196,0.654,74.919,1
213,Winter in America - 2010 Live Studio Version,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,246626,13,0.498,0.916,0.278,0.000315,0.121,-8.882,0.0531,176.942,4
214,Jazz (Interlude),0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,204213,9,0.675,0.699,0.19,0.0,0.311,-19.857,0.781,143.919,5
215,Is That Jazz,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,274786,10,0.39,0.804,0.512,0.0,0.0779,-6.78,0.0345,70.841,5
216,A Place To Go (Interlude),0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,48813,8,0.513,0.897,0.354,1.47e-06,0.226,-21.539,0.225,95.879,3
217,My Cloud,0kEfub5RzlZOB2zGomqVSU,I’m New Here (10th Anniversary Expanded Edition),Gil Scott-Heron,2010-02-08,235253,13,0.588,0.98,0.0505,0.00169,0.0962,-15.648,0.0297,79.463,4
218,Message To The Messengers,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994-01-05,297106,9,0.562,0.457,0.255,4.07e-05,0.096,-17.114,0.221,99.707,4
219,Spirits,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994-01-05,468533,4,0.499,0.223,0.555,4.87e-05,0.112,-13.454,0.0411,109.657,4
220,Give Her A Call,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994-01-05,344400,8,0.624,0.832,0.258,0.00655,0.0887,-17.432,0.0535,134.266,4
221,Lady's Song,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994-01-05,194493,2,0.378,0.915,0.27,7.11e-06,0.0698,-13.864,0.0269,142.16,3
222,Spirits Past,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994-01-05,180440,2,0.509,0.949,0.112,1.06e-05,0.149,-17.96,0.0406,94.974,4
223,"The Other Side, Part I",0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994-01-05,325133,5,0.558,0.866,0.128,7.63e-06,0.109,-18.485,0.0943,115.028,4
224,"The Other Side, Part II",0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994-01-05,370533,4,0.414,0.431,0.728,0.0511,0.162,-12.977,0.0644,134.965,4
225,"The Other Side, Part III",0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994-01-05,400093,3,0.492,0.53,0.739,0.00049,0.373,-12.495,0.11,134.46,4
226,Work For Peace,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994-01-05,453200,19,0.824,0.104,0.531,1.53e-06,0.0655,-17.337,0.191,101.148,4
227,Don't Give Up,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994-01-05,358173,7,0.544,0.254,0.425,0.000872,0.363,-15.57,0.174,93.608,4
228,Message to the Messengers,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994,297106,18,0.574,0.462,0.344,6.49e-05,0.137,-13.0,0.177,99.998,4
229,Spirits,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994,468533,10,0.524,0.217,0.692,5.7e-05,0.11,-9.312,0.0386,109.595,4
230,Give Her a Call,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994,344400,21,0.657,0.847,0.348,0.00633,0.092,-13.293,0.0548,134.519,4
231,Lady's Song,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994,194493,17,0.366,0.916,0.364,5.26e-06,0.068,-9.762,0.0262,142.068,3
232,Spirits Past,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994,180440,7,0.517,0.952,0.17,3.48e-05,0.131,-13.898,0.0403,95.449,4
233,"The Other Side, Part I",0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994,325133,11,0.562,0.883,0.19,7.49e-06,0.109,-14.515,0.101,121.719,4
234,"The Other Side, Part II",0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994,370533,10,0.393,0.277,0.844,0.0679,0.135,-8.409,0.0907,134.648,4
235,"The Other Side, Part III",0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994,400093,9,0.481,0.491,0.857,0.0006,0.358,-7.904,0.158,134.889,4
236,Work for Peace,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994,453200,14,0.822,0.106,0.664,3.03e-06,0.0658,-13.201,0.16,101.105,4
237,Don't Give Up,0kEfub5RzlZOB2zGomqVSU,Spirits,Gil Scott-Heron,1994,358186,12,0.56,0.225,0.539,0.00105,0.354,-11.486,0.141,94.898,4
238,Lady Day and John Coltrane,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,216386,6,0.759,0.449,0.638,5.26e-06,0.274,-10.211,0.0333,149.436,4
239,Home Is Where the Hatred Is,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,201386,6,0.707,0.268,0.711,0.00526,0.291,-9.454,0.0328,98.381,4
240,Save the Children,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,267573,4,0.644,0.585,0.554,0.000152,0.164,-9.504,0.0369,153.301,4
241,The Revolution Will Not Be Televised,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,187360,6,0.561,0.552,0.765,0.0,0.111,-9.764,0.207,177.614,4
242,Did You Hear What They Said?,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,209693,4,0.676,0.399,0.362,0.0758,0.0893,-11.323,0.0496,137.061,4
243,Pieces of a Man,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,294240,4,0.471,0.601,0.277,0.000534,0.105,-10.949,0.0344,136.188,4
244,Speed Kills,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,196826,3,0.515,0.744,0.29,0.00218,0.482,-11.588,0.0364,124.441,3
245,Everyday,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,262573,3,0.481,0.789,0.579,1.09e-05,0.685,-7.886,0.0838,98.079,4
246,I Think I'll Call It Morning,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,211466,5,0.702,0.498,0.634,7.51e-06,0.105,-9.458,0.0409,90.062,4
247,When You Are Who You Are,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,202986,4,0.646,0.488,0.73,0.0,0.116,-9.262,0.0422,125.112,4
248,Free Will,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,212693,3,0.642,0.303,0.744,0.0769,0.1,-10.023,0.0436,161.224,4
249,Or Down You Fall,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,193293,3,0.485,0.391,0.575,3.61e-06,0.101,-9.292,0.0528,166.659,4
250,The Needle's Eye,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,290080,3,0.602,0.275,0.744,5.34e-06,0.118,-9.27,0.0278,103.177,4
251,The Middle of Your Day,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,270466,3,0.611,0.344,0.407,0.00446,0.111,-9.661,0.0339,131.332,4
252,A Sign of the Ages,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,242613,3,0.518,0.573,0.419,7.15e-06,0.162,-8.653,0.034,133.053,4
253,Who'll Pay Reparations on My Soul?,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,314120,3,0.792,0.859,0.666,0.000101,0.15,-7.626,0.0588,135.951,4
254,Introduction / The Revolution Will Not Be Televised,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,202866,3,0.688,0.84,0.615,0.0,0.909,-10.658,0.672,137.342,1
255,Whitey on the Moon,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,119520,3,0.728,0.812,0.561,6.06e-06,0.733,-11.33,0.275,112.525,4
256,No Knock,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,132546,2,0.812,0.908,0.419,3.91e-06,0.116,-12.228,0.501,116.768,4
257,Small Talk at 125th & Lenox,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,82773,2,0.661,0.916,0.692,0.0,0.115,-10.106,0.375,146.592,3
258,Billy Green Is Dead,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,90786,2,0.673,0.552,0.444,0.0,0.207,-9.734,0.559,115.907,4
259,Sex Education: Ghetto Style,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,52626,2,0.712,0.92,0.407,2.23e-05,0.0866,-10.641,0.585,129.331,5
260,The Vulture,0kEfub5RzlZOB2zGomqVSU,The Revolution Begins: The Flying Dutchman Masters,Gil Scott-Heron,1992-06-29,275093,3,0.74,0.844,0.601,0.00347,0.851,-9.357,0.0529,104.639,3
